OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMENTS,ADDRESS,ADDRID,X,Y,DESCRIPTIO,STATUS,TYPE
518,ABRA-084731,Desperados Pizza,"Desperados Pizza, LLC",C,,1342 U STREET NW,279104,397290.74,138770.24,Tavern,Active,Tavern
519,ABRA-097569,DEW DROP INN,DEW DROP INN  LLC,C,,2801 8TH STREET NE,44723,400456.87,139787.7,Tavern,Active,Tavern
520,ABRA-088831,DGS Delicatessen,"Roadside Deli Projects, LLC",C,,1317 CONNECTICUT AVENUE NW,279047,396359,137778,Restaurant,Active,Restaurant
521,ABRA-091895,Diamond District Wines,"DDW, LLC",B,,4221 CONNECTICUT AVENUE NW,309008,394552.23,141770.13,Wholesaler,Active,Wholesaler
522,ABRA-082216,Dickson Wine,"Dickson THC, LLC",C,,903 U STREET NW,239462,397897,138810.61,Tavern,Active,Tavern
523,ABRA-095003,Dino's Grotto,"It Takes Two, LLC",C,,1914 9TH STREET NW,239494,397899.35,138685.46,Tavern,Active,Tavern
524,ABRA-010135,Diplomatic & Consular Officers Retired,"Diplomatic & Consular Officers Retired, Inc.",C,,1801 F STREET NW,279397,396357.97,136635.16,Club,Active,Club
525,ABRA-089590,Direct du Domaine,"Direct du Domaine, LLC",B,,4221 CONNECTICUT AVENUE NW,309008,394552.23,141770.13,Wholesaler,Active,Wholesaler
526,ABRA-083919,Dirty Martini Inn Bar/Dirty Bar,"Inner Circle 1223, LLC",C,,1223 CONNECTICUT AVENUE NW,241771,396424.45,137648.32,Nightclub,Active,Nightclub
527,ABRA-077455,District 2 Bar & Grille,Jlar LLC,C,,3238 WISCONSIN AVENUE NW,284617,393695.69,140608.93,Tavern,Active,Tavern
528,ABRA-024057,District Chophouse & Brewery,"Walnut Brewery, Inc.",C,,509 7TH STREET NW,279813,398123.43,136519.11,Tavern,Active,Tavern
529,ABRA-085365,District Commons/Burger Tap & Shake,"Passion Food Six, LLC",C,,2200 PENNSYLVANIA AVENUE NW,306440,395725.86,137121.43,Restaurant,Active,Restaurant
530,ABRA-000023,District Liquors,Don Ho Inc,A,,1211 11TH STREET NW,239344,397685.66,137597.25,Retail - Liquor Store,Active,Retail - Liquor Store
531,ABRA-086361,District of Pi,"202 By Pi, LLC",C,,910 F STREET NW,311066,397854.74,136587.68,Restaurant,Active,Restaurant
532,ABRA-090757,District Taco,"District Taco, LLC",D,,1309 F STREET NW,240660,397383.74,136635.1,Restaurant,Active,Restaurant
533,ABRA-092791,DISTRICT TACO,DISTRICT TACO LLC,D,,656 PENNSYLVANIA AVENUE SE,280037,400284.72,135267.69,Restaurant,Active,Restaurant
534,ABRA-098684,District Winery,"District Winery, LLC",C,,385 WATER STREET SE,312650,399936.3,133967.01,Tavern,405.1 New Const,Tavern
535,ABRA-093308,Divino Grill,"Ultimo, LLC",C,,1633 17TH STREET NW,302204,396680.92,138269.83,Restaurant,Active,Restaurant
536,ABRA-077295,Dixie Liquors,"Dixie Liquors, Inc.",A,,3429 M STREET NW,274568,394034.72,137486.29,Retail - Liquor Store,Active,Retail - Liquor Store
537,ABRA-078749,Dodge City,917 U LLC (Two Summer Gardens),C,,917 U STREET NW,239443,397855.68,138813.47,Tavern,Active,Tavern
538,ABRA-088683,DOI MOI/2 BIRDS 1 STONE,Quan LLC,C,,1800 14TH STREET NW,310208,397206.7,138487.58,Restaurant,Active,Restaurant
539,ABRA-095567,Dolcezza Gelato,"Dolcezza Gelato Pints, LLC",C,,550 PENN STREET NE,8479,400338.16,138033.1,Tavern,Active,Tavern
540,ABRA-088380,Dollar Plus Food Store,FHRY INCORPORATED,B,,1443 HOWARD ROAD SE,300826,401076.41,132286.25,Retail - Class B,Safekeeping,Retail - Class B
541,ABRA-087859,Don Ciccio & Figli,Think Italian LLC,A,,6031 KANSAS AVENUE NW,259606,399201.86,143907.79,Manufacturer,Active,Manufacturer
542,ABRA-021925,Don Jaime,Jamie T. Carrillo,C,,3209 MOUNT PLEASANT STREET NW,233543,396686.25,140400.79,Tavern,Active,Tavern
543,ABRA-015934,Don Juan Restaurant & Carryout,"Don Juan Restaurant, Inc.",C,,1660 LAMONT STREET NW,233147,396649.59,140357.89,Restaurant,Active,Restaurant
544,ABRA-060797,Don Lobo's Mexican Grill,Lobo's Inc,C,,2811 M STREET NW,272092,395019.25,137515.02,Restaurant,Active,Restaurant
545,ABRA-096770,DONBURI DC,DONBURI  LLC,C,,2438 18TH STREET NW,235405,396297.68,139305.45,Restaurant,Active,Restaurant
546,ABRA-089877,Doner Bistro,"DB Adams Morgan, LLC",D,,1654 COLUMBIA ROAD NW,276383,396650.48,139683.7,Restaurant,Active,Restaurant
547,ABRA-082474,Donovan House/Zentan,"LHO Tom Joad Circle DC Lessee, LLC",C,,1155 14TH STREET NW,242940,397261.85,137470.8,Hotel,Active,Hotel
548,ABRA-060731,"Dops, Inc","Dops, Inc.",A,,2611 EVARTS STREET NE,45875,402676.36,139579.66,Wholesaler,Active,Wholesaler
549,ABRA-079383,Doubletree Washington DC,"IA Urban Hotel Washington DC Terrace TRS, LLC",C,,1515 RHODE ISLAND AVENUE NW,242312,396920.3,137786.81,Hotel,Active,Hotel
550,ABRA-089439,Dove House Liquors,"Dove House Wine & Spirits, Inc.",A,,1905 9TH STREET NW,239848,397941.98,138674.98,Retail - Liquor Store,Active,Retail - Liquor Store
551,ABRA-084123,Downtown Spirits,"Downtown 1522, Inc.",A,,1522 K STREET NW,218324,396906.88,137144.67,Retail - Liquor Store,Safekeeping,Retail - Liquor Store
552,ABRA-089190,DRAFTING TABLE,Gordon Restaurant Group  LLC,C,,1529 14TH STREET NW,225736,397258.01,138098.05,Restaurant,Active,Restaurant
553,ABRA-086210,Driftwood Kitchen,TBM Holdings LLC,C,,400 H STREET NE,28326,399965.42,136956.31,Restaurant,Active,Restaurant
554,ABRA-089545,Duchess and The Queen,"750Biere, LLC",C,,2102 18TH STREET NW,235522,396365.72,138904.93,Restaurant,Safekeeping,Restaurant
555,ABRA-097053,Due South,"Shabby, LLC",C,,301 WATER STREET SE,310693,399854.11,133973.73,Restaurant,Active,Restaurant
556,ABRA-100438,Duffy's Irish Restaurant and Pub,"Callister Technology and Entertainment, Inc.",C,,2106 VERMONT AVENUE NW,218618,397846.02,138950.05,Tavern,Active,Tavern
557,ABRA-072469,Dukem Ethiopian Restaurant & Market/Apple Lounge,"Zewdie, Inc.",C,,1114 U STREET NW,301967,397590.03,138776.19,Restaurant,Active,Restaurant
558,ABRA-092298,Duke's Grocery,Shoreditch Cooperatve LLC,C,,1513 17TH STREET NW,225636,396690.97,138037.88,Restaurant,Active,Restaurant
559,ABRA-088870,Dulcinea Bar and Grill,JOEL MIRELES CASTILLO,C,,2618 GEORGIA AVENUE NW,232408,398014.33,139653.22,Restaurant,Active,Restaurant
560,ABRA-091607,Dunya Restaurant & Lounge,"Dunya, LLC",C,,801 FLORIDA AVENUE NW,226350,397998.23,138787.66,Tavern,Active,Tavern
561,ABRA-097032,Duplex Diner,Jam Holdings LLC,C,,2004 18TH STREET NW,302030,396368.18,138817.25,Restaurant,Active,Restaurant
562,ABRA-008949,Dupont Italian Kitchen,"H L S, Inc.",C,,1637 17TH STREET NW,241985,396682.14,138276.87,Restaurant,Active,Restaurant
563,ABRA-021578,Dupont Market,1807 Corporation,B,,1807 18TH STREET NW,279405,396401.9,138509.94,Retail - Grocery,Active,Retail - Grocery
564,ABRA-091199,D'Vines,"D C Vines, LLC",A,,3103 14TH STREET NW,307830,397188.8,140156.84,Retail - Liquor Store,Active,Retail - Liquor Store
565,ABRA-078307,E Street Lounge,"Cinema Beverages Holding Company, LLC",C,,555 11TH STREET NW,279831,397688.16,136538.51,Multipurpose,Active,Multipurpose
566,ABRA-092449,Each Peach Market,"Each Peach, LLC",B,,3068 MOUNT PLEASANT STREET NW,236304,396746.83,140074.18,Retail - Grocery,Active,Retail - Grocery
567,ABRA-025040,East St Cafe,"Panda Rice Bowl, Inc.",C,,50 MASSACHUSETTS AVENUE NE,293243,399463.98,136632.07,Restaurant,Active,Restaurant
568,ABRA-076154,"Eastbanc, Inc.","Eastbanc, Inc.",C,,515 15TH STREET NW,279820,397103.43,136567.81,Restaurant,Safekeeping,Restaurant
569,ABRA-060387,Eat First,Wu's Corporation,C,,609 H STREET NW,279852,398230.63,136917.05,Restaurant,Active,Restaurant
570,ABRA-091602,Eat The Rich/Southern Efficiency,"Three Chords, LLC",C,,1839 7TH STREET NW,279435,398117.48,138576.7,Tavern,Active,Tavern
571,ABRA-078882,Eatonville,"Eatonville, Inc.",C,,2121 14TH STREET NW,306453,397257.92,138946.65,Restaurant,Active,Restaurant
572,ABRA-092701,Eats Place,"Baba's Cooking School, LLC",C,,3607 GEORGIA AVENUE NW,228576,397936.7,140766.49,Tavern,Active,Tavern
573,ABRA-090250,Echostage,"Ekho Events, Inc.",C,,2135 QUEENS CHAPEL ROAD NE,286671,402393.44,139115.14,Nightclub,Active,Nightclub
574,ABRA-075424,Eclipse Restaurant & Nightclub,"Eclipse Restaurant & Night Club, Inc.",C,,2820 BLADENSBURG ROAD NE,287285,403087.45,139836.82,Nightclub,Active,Nightclub
575,ABRA-094127,Economy Market,Bella Market LLC,B,,1804 D STREET NE,56044,401847.25,136349.87,Retail - Grocery,Active,Retail - Grocery
576,ABRA-075795,Eddie's Carryout,Lusk's Corporation,B,,1251 BLADENSBURG ROAD NE,285987,401862.41,137679.88,Retail - Grocery,Active,Retail - Grocery
577,ABRA-095032,Edgewood International Wine and Spirits,ALAZAR   INC,A,,2303 4TH STREET NE,289563,399971.95,139163.9,Retail - Liquor Store,Active,Retail - Liquor Store
578,ABRA-070876,El Amigo Restaurant,"El Amigo, Inc.",C,,3612 14TH STREET NW,234807,397130.8,140982.37,Restaurant,Active,Restaurant
579,ABRA-094426,El Camino,"El El Camino, LLC",C,,108 RHODE ISLAND AVENUE NW,285483,398904.9,138597.78,Restaurant,Active,Restaurant
580,ABRA-074996,El Camino Real Restaurant I I,Elza E. Lainez,C,,5217 GEORGIA AVENUE NW,251698,397632.75,142840.51,Restaurant,Active,Restaurant
581,ABRA-084847,EL CENTRO  D.F.,1819 14th Ventures LLC,C,,1819 14TH STREET NW,240482,397264.1,138536.36,Restaurant,Active,Restaurant
582,ABRA-000604,El Centro D. F.,1218 Wisconsin Incorporated,C,,1218 WISCONSIN AVENUE NW,276964,394533.52,137538.17,Restaurant,Active,Restaurant
583,ABRA-006251,El Chalan,"El Chalan, Inc.",C,,1922 I STREET NW,218570,396139.41,137034.63,Restaurant,Active,Restaurant
584,ABRA-085471,El Chucho - Cocina Superior,"3313 11th Hospitality, LLC",C,,3313 11TH STREET NW,230986,397588.36,140356.67,Restaurant,Active,Restaurant
585,ABRA-088757,El Don Restaurant,El Don LLC,C,,4403 14TH STREET NW,284902,397184.27,141825.82,Restaurant,Active,Restaurant
586,ABRA-080635,El Gavilan Grocery,El Gavilan LLC,B,,1646 COLUMBIA ROAD NW,235891,396677.73,139699.54,Retail - Grocery,Active,Retail - Grocery
587,ABRA-075403,El Nuevo Migueleno,"Nispero, LLC",C,,1721 COLUMBIA ROAD NW,235938,396528.63,139654.26,Restaurant,Active,Restaurant
588,ABRA-095249,El Pulgarcito,"El Pulgarcito, LLC",C,,5313 GEORGIA AVENUE NW,254653,397611.89,142965.35,Tavern,Active,Tavern
589,ABRA-086604,EL REY,"919 U STREET, LLC.",C,,919 U STREET NW,295109,397845.06,138811.67,Tavern,Active,Tavern
590,ABRA-060003,El Rincon,"Solloso, Inc.",C,,1826 COLUMBIA ROAD NW,235408,396266.42,139339.21,Restaurant,Active,Restaurant
591,ABRA-024338,El Rinconcito Cafe,Mauricio V. Arias,C,,1129 11TH STREET NW,243079,397675.96,137506.6,Restaurant,Active,Restaurant
592,ABRA-094995,El Sol Restaurant,SOLIS  INCORPORATED,C,,3911 14TH STREET NW,225132,397185.84,141238.58,Restaurant,Active,Restaurant
593,ABRA-099065,EL SOL RESTAURANT & TEQUILERIA       NEW,EL SOL LLC &  TERRES CATERAS,C,,1227 11TH STREET NW,239329,397679.49,137638.72,Restaurant,Active,Restaurant
594,ABRA-071179,El Tamarindo Adam Morgan,"El Tamarindo, Inc.",C,,1785 FLORIDA AVENUE NW,279387,396421.97,138811.72,Restaurant,Active,Restaurant
595,ABRA-094140,EL TIO,EL TIO DC INC,C,,3345 14TH STREET NW,300789,397186.33,140356.17,Restaurant,Active,Restaurant
596,ABRA-072165,El Torogoz Restaurant,"El Cuscatleco Carry-Out, Inc.",C,,4231 9TH STREET NW,284859,397840.17,141629.47,Restaurant,Active,Restaurant
597,ABRA-089846,Elephant & Castle Pub Restaurant,EC Restaurants (DC-19th) Corp.,C,,900 19TH STREET NW,242553,396194.85,137088.26,Restaurant,Active,Restaurant
598,ABRA-089845,Elephant & Castle Pub Restaurant,EC Restaurant (DC Penn Ave ) Corp.,C,,1201 PENNSYLVANIA AVENUE NW,240937,397537.16,136429.36,Restaurant,Active,Restaurant
599,ABRA-060236,Eleven Market -,Albo Corp,B,,1936 11TH STREET NW,279494,397632.33,138756.02,Retail - Grocery,Active,Retail - Grocery
600,ABRA-090244,Elite Wines,"Elite Wines Imports, Inc",A,,2510 24TH STREET NE,149317,402375.22,139454.2,Wholesaler,Active,Wholesaler
601,ABRA-060635,"Ella's Wood-Fired Pizza, LLC","Ella's Wood-fired Pizza, LLC",C,,901 F STREET NW,242796,397891.19,136633.46,Restaurant,Active,Restaurant
602,ABRA-077411,Elmira Grocery,"GG and SONS, Inc.",B,,4401 SOUTH CAPITOL STREET SW,299727,399344.35,128678.31,Retail - Grocery,Active,Retail - Grocery
603,ABRA-096771,ELROY  (THE),THE ELROY BAR LLC,C,,1423 H STREET NE,286175,401329.18,136909.77,Tavern,Active,Tavern
604,ABRA-074223,Embassy Suites,"CLPF-CC Pavilion Operating Company, LLC",C,,5335 WISCONSIN AVENUE NW,303179,392646.48,143583.12,Hotel,Active,Hotel
605,ABRA-078960,Embassy Suites Downtown,HLT DC Owner LLC,C,,1250 22ND STREET NW,242364,395711.33,137666.78,Hotel,Active,Hotel
606,ABRA-074001,Embassy Suites Hotel,"1000 K, L.L.C.",C,,900 10TH STREET NW,300519,397727.05,137129.18,Hotel,Active,Hotel
607,ABRA-097368,Eno Wine Bar,"DTRS, Washington, LLC",C,,2810 PENNSYLVANIA AVENUE NW,279629,395011.72,137448.95,Restaurant,Active,Restaurant
608,ABRA-085720,Epicurean and Company,"Epicurean Foods, LLC",C,,4250 CONNECTICUT AVENUE NW,220626,394400.81,141910.36,Restaurant,Active,Restaurant
609,ABRA-077576,Epicurean and Company,"Vigor Restaurant, LLC",C,,3800 RESERVOIR ROAD NW,291547,393470.94,138245.67,Restaurant,Active,Restaurant
610,ABRA-026656,Equinox,"Harvest Moon, Inc.",C,,818 CONNECTICUT AVENUE NW,218771,396633.54,137005.48,Restaurant,Active,Restaurant
611,ABRA-096730,Equinox Sports Club,"Equinox SC D.C., Inc.",C,,1170 22ND STREET NW,278909,395740.86,137442.47,Restaurant,Active,Restaurant
612,ABRA-015698,Eritrean Cultural Center,Eritrean Cultural & Civic Center,C,,600 L STREET NW,238668,398248.81,137351.34,Multipurpose,Active,Multipurpose
613,ABRA-099558,Espita Mezcaleria,Espita 1 - Shaw LLC,C,,1250 9TH STREET NW,239786,397901.89,137675.56,Restaurant,405.1 New Const,Restaurant
614,ABRA-083263,Estadio,"Credo, LLC",C,,1520 14TH STREET NW,243271,397206.39,138044.26,Restaurant,Active,Restaurant
615,ABRA-078332,Et Voila,"A Modo Mio, Inc.",C,,5120 MACARTHUR BOULEVARD NW,285100,391127.71,139733.78,Restaurant,Active,Restaurant
616,ABRA-070728,Etete Ethiopian Cuisine,Etete Ethiopian Cuisine Llc,C,,1942 9TH STREET NW,239509,397900.09,138765.24,Tavern,Active,Tavern
617,ABRA-091373,Ethiopia Restaurant & Market,Fetlework Wolde,C,,4630 14TH STREET NW,255573,397138.79,142123.13,Restaurant,Active,Restaurant
618,ABRA-083149,Ethiopic Restaurant,Ethiopic Corp,C,,401 H STREET NE,28155,399966.14,136907.99,Restaurant,Active,Restaurant
619,ABRA-088504,Etto,1541 Q LLC,C,,1541 14TH STREET NW,225781,397253.02,138124.16,Restaurant,Active,Restaurant
620,ABRA-095047,Evolve Vegan Restaurant,"Fair and Balanced, LLC",C,,341 CEDAR STREET NW,300962,398444.9,145224.58,Tavern,Active,Tavern
621,ABRA-001269,"Exchange, LTD.","Exchange Industries, Incorporated",C,,1730 PENNSYLVANIA AVENUE NW,279358,396510.44,136765.87,Restaurant,Active,Restaurant
622,ABRA-060872,Expo Restaurant & Lounge,"Expo Restaurant & Lounge, Inc.",C,,1928 9TH STREET NW,239488,397900.54,138724.57,Restaurant,Active,Restaurant
623,ABRA-083133,Eye Bar/Garden of Eden,"1716 I, LLC",C,,1716 I STREET NW,279328,396500.61,137023.78,Nightclub,Active,Nightclub
624,ABRA-092840,Eye Street Cellars,"401M, Inc",A,,425 I STREET NW,237566,398530.44,137094.66,Retail - Liquor Store,Active,Retail - Liquor Store
625,ABRA-083131,Ezme,"Ezme, Inc.",C,,2016 P STREET NW,226189,396040.82,137954.84,Restaurant,Active,Restaurant
626,ABRA-090739,Faces Lounge,"Faces Lounge, LLC",C,,1414 14TH STREET NW,218119,397205.15,137947.82,Tavern,405.1 New Const,Tavern
627,ABRA-025663,Fado Irish Pub & Restaurant,Washington Irish Pub LLC,C,,804 7TH STREET NW,295100,398081.3,136914.05,Tavern,Active,Tavern
628,ABRA-091244,Fainting Goat,District Pub Group L.L.L.,C,,1330 U STREET NW,218104,397322.17,138770.45,Tavern,Active,Tavern
629,ABRA-096106,Fair Liquors,"SE & BIN, Inc.",A,,5008 1ST STREET NW,243580,398931.21,142591.98,Retail - Liquor Store,Active,Retail - Liquor Store
630,ABRA-078013,Fairfax Liquors,"JH & YJ, Inc.",A,,3851 PENNSYLVANIA AVENUE SE,295905,404255.19,133012.5,Retail - Liquor Store,Active,Retail - Liquor Store
631,ABRA-080900,Fairmont Liquor & Grocery,AG Corporation,A,,2633 SHERMAN AVENUE NW,232335,397798.75,139659.31,Retail - Liquor Store,Active,Retail - Liquor Store
632,ABRA-077898,Fairmont Market,Jin Woo Her,B,,2628 11TH STREET NW,231915,397637.17,139632.11,Retail - Grocery,Safekeeping,Retail - Grocery
633,ABRA-086078,Family Food and Delicatessen Store,"ME & JJJS, INC.",B,,3713 NEW HAMPSHIRE AVENUE NW,302291,397952.45,140991.41,Retail - Grocery,Active,Retail - Grocery
634,ABRA-074934,Farmers Fishers Bakers,"Farmers Fishers  Bakers, LLC",C,,3000 K STREET NW,273872,394816.78,137108.34,Restaurant,Active,Restaurant
635,ABRA-083216,Fasika,"Mariamawit, LLC",D,,4422 GEORGIA AVENUE NW,252623,397697.49,141884.67,Restaurant,Active,Restaurant
636,ABRA-095574,Fat Pete's BBQ,Q on Conn. LLC,C,,3407 CONNECTICUT AVENUE NW,219253,395012.08,140766.06,Restaurant,Active,Restaurant
637,ABRA-089730,FEDERAL SPIRITS-OFF PREMISES STORAGE UNIT PERMIT,Federal Spirits,A,,1629 K STREET NW,242031,396712.9,137230.4,Retail - Liquor Store,Active,Retail - Liquor Store
638,ABRA-093092,FELICITA PIZZERIA,Z CAPITAL GRILL   INC,C,,4720 14TH STREET NW,255643,397138.45,142212.78,Restaurant,Active,Restaurant
639,ABRA-076751,Field to City,"Timor, LLC",B,,200 RHODE ISLAND AVENUE NW,218577,398748.26,138531.08,Retail - Grocery,Active,Retail - Grocery
640,ABRA-097488,Fig & Olive,"Fig & Olive DC, LLC",C,,934 PALMER ALLEY NW,312825,397872.01,136934.96,Restaurant,Active,Restaurant
641,ABRA-003618,Filomena,"Georgetown Restaurant, Corp.",C,,1063 WISCONSIN AVENUE NW,273828,394582.83,137394.52,Restaurant,Active,Restaurant
642,ABRA-099365-2,Finished Business ,"DC Yacht Charter and Tour Company, LLC",C,,1300 MAINE AVENUE SW,302192,397431.83,134921.33,Marine Vessel,Active,Marine Vessel
643,ABRA-086339,Fiola,"FT DC, LLC",C,,601 PENNSYLVANIA AVENUE NW,226088,398221.46,136161.65,Restaurant,Active,Restaurant
644,ABRA-091251,Fiola Mare,"FT Mare DC, LLC",C,,3050 K STREET NW,300691,394715.84,137122.85,Restaurant,Active,Restaurant
645,ABRA-041370,Firehook Bakery,"Firehook Bakers Cleveland Park, Inc.",C,,3411 CONNECTICUT AVENUE NW,219255,395000.81,140774.03,Restaurant,Active,Restaurant
646,ABRA-075977,First Vine,"First Vine, LLC",A,,1701 FLORIDA AVENUE NW,235649,396586.13,138971.88,Retail - Liquor Store,Active,Retail - Liquor Store
647,ABRA-093399,Fishnet DC,"Fishnet Restaurant DC, LLC",C,,1819 7TH STREET NW,311476,398116.59,138545.62,Restaurant,Active,Restaurant
648,ABRA-071127,Five Guys,"RMR CAPITAL, LLC",C,,1335 WISCONSIN AVENUE NW,277009,394516.88,137739.81,Restaurant,Safekeeping,Restaurant
649,ABRA-086718,Flagler Market,JS2Y Corporation,B,,2200 FLAGLER PLACE NW,227889,398804.2,139048.15,Retail - Grocery,Active,Retail - Grocery
650,ABRA-090823,Flash,Brilliant LLC,C,,645 FLORIDA AVENUE NW,242986,398142.5,138710.76,Tavern,Active,Tavern
651,ABRA-091022,FLAVORS OF INDIA/MARSHALL'S BAR,Sunflower Inc.,C,,2524 L STREET NW,273883,395287.92,137300.69,Tavern,Active,Tavern
652,ABRA-091704,Flight,"Purple Feet, LLC",C,,777 6TH STREET NW,300390,398296.08,136848.69,Restaurant,Active,Restaurant
653,ABRA-084579,Floriana,Tapper LLC,C,,1602 17TH STREET NW,241712,396639.98,138164.01,Restaurant,Active,Restaurant
654,ABRA-019710,Florida Liquors,"F. K. T. Enterprises, Inc.",A,,2222 14TH STREET NW,239929,397202.15,139111.28,Retail - Liquor Store,Active,Retail - Liquor Store
655,ABRA-082431,FoBoGro,"Foggy Bottom Grocery, LLC",B,,2140 F STREET NW,242538,395823.3,136589.7,Retail - Grocery,Active,Retail - Grocery
656,ABRA-074173,Fogo De Chao Churrascaria,"Fogo De Chao Churrascaria (Washington D.C.),LLC",C,,1101 PENNSYLVANIA AVENUE NW,242893,397622.64,136367.9,Restaurant,Active,Restaurant
657,ABRA-001792,Folger Theatre Group,Trustees of Amherst College,C,,201 EAST CAPITOL STREET SE,278034,399759.9,135732.29,Multipurpose,Active,Multipurpose
658,ABRA-080108,Food Corner Kabob,"Clamenzah, LLC",C,,2029 P STREET NW,279518,395987.06,137997.94,Restaurant,Safekeeping,Restaurant
659,ABRA-092696,Food Town Market,Enrique Peralta,B,,4000 TUNLAW ROAD NW,224803,393041.79,139715.13,Retail - Grocery,Active,Retail - Grocery
660,ABRA-081773,Ford's Theatre Gift Shop,"Event Network, Inc.",C,,511 10TH STREET NW,239829,397762.2,136526.26,Multipurpose,Active,Multipurpose
661,ABRA-001008,Foreign Service Club,American Foreign Service,C,,2101 E STREET NW,242536,395925.82,136482.5,Club,Active,Club
662,ABRA-091423,Fort Carroll Market,"Lideta, LLC",A,,3705 MARTIN LUTHER KING JR AVENUE SE,31825,399440.98,130016.5,Retail - Liquor Store,Active,Retail - Liquor Store
663,ABRA-096107,Fort Drum Market,"4686 MLK, LLC",B,,4686 MARTIN LUTHER KING JR AVENUE SW,18335,399073.56,128130.07,Retail - Grocery,Active,Retail - Grocery
664,ABRA-077061,Founding Farmers,Founding Farmers LLC,C,,1900 PENNSYLVANIA AVENUE NW,300809,396168.02,136916.85,Restaurant,Active,Restaurant
665,ABRA-074900,Four Seasons Hotel/Eno Wine Bar,"DTRS Washington, LLC",C,,2800 PENNSYLVANIA AVENUE NW,279626,395034.79,137427.61,Hotel,Active,Hotel
666,ABRA-098506,Franklin Liquors & Market,BT & G  INC,A,,2723 7TH STREET NE,45060,400353.29,139726.11,Retail - Liquor Store,Active,Retail - Liquor Store
667,ABRA-060161,Fraternal Order Of Police,Fraternal Order of Police,C,,711 4TH STREET NW,237747,398624.47,136768.75,Club,Active,Club
668,ABRA-097277,Freedom Lounge,Lemlem Gebrewahd,C,,1920 9TH STREET NW,239492,397901.3,138702.65,Tavern,Active,Tavern
669,ABRA-003815,Freedom Market,Freedom Market Inc,B,,1901 NEW HAMPSHIRE AVENUE NW,241927,396755.03,138654.51,Retail - Grocery,Active,Retail - Grocery
670,ABRA-081479,French Bistro Bistro B Lounge,Bistro Inc.,C,,1727 CONNECTICUT AVENUE NW,242574,396078.63,138395.03,Tavern,Active,Tavern
671,ABRA-060167,Fresh Fields Whole Foods Market,Whole Foods Market Group Inc,B,,1440 P STREET NW,279174,397088.79,137959.45,Retail - Grocery,Active,Retail - Grocery
672,ABRA-022045,Fresh Fields Whole Foods Market,Whole Foods Market Group Inc,B,,2323 WISCONSIN AVENUE NW,284358,393789.84,139230.75,Retail - Grocery,Active,Retail - Grocery
673,ABRA-060722,Friendly Food Market,Friendly David's Market Inc.,B,,1399 HALF STREET SW,276537,399059.93,133922.39,Retail - Grocery,Active,Retail - Grocery
674,ABRA-090412,Froggy Bottom Pub,Froggy Times Inc,C,,2021 K STREET NW,242500,396029.37,137227.38,Restaurant,Active,Restaurant
675,ABRA-086154,FUDDRUCKERS,"Luby's Fuddruckers Restaurant, LLC",C,,734 7TH STREET NW,238410,398080.15,136862.18,Restaurant,Active,Restaurant
676,ABRA-088727,Fuel Pizza & Wings,600 F D.C. LLC,C,,600 F STREET NW,238713,398254.37,136583.69,Restaurant,Active,Restaurant
677,ABRA-088452,Fuel Pizza & Wings,"1606 K, LLC",C,,1606 K STREET NW,279248,396777.81,137153.09,Restaurant,Active,Restaurant
678,ABRA-073951,Full Kee Restaurant,"Jun King Provisions, Inc",C,,509 H STREET NW,238927,398322.74,136905.73,Restaurant,Active,Restaurant
679,ABRA-094010,G Street Food at premises,G Street Food 15 LLC,C,,1030 15TH STREET NW,278796,396967,137284.63,Restaurant,Active,Restaurant
680,ABRA-072095,Gala Hispanic Theatre,"G.A.L.A., Inc.",C,,3333 14TH STREET NW,299650,397187.18,140338.09,Multipurpose,Active,Multipurpose
681,ABRA-095818,Gallagher & Graham Fine Spirits,GALLAGHER  & GRAHAM LLC,A,,1939 12TH STREET NW,305807,397590.19,138750.62,Retail - Liquor Store,Active,Retail - Liquor Store
682,ABRA-060796,Gallaudet University Conference Center,"Compass Group USA, Inc.",C,,800 FLORIDA AVENUE NE,288964,400439.78,137546.46,Hotel,Active,Hotel
683,ABRA-071020,Gallery Market & Cafe,Tae (Paul) Park,B,,450 MASSACHUSETTS AVENUE NW,297629,398410.81,136960.13,Retail - Grocery,Active,Retail - Grocery
684,ABRA-094849,Gallery O on H,"Gallery O, LLC",C,,1354 H STREET NE,66010,401174.46,136948.61,Multipurpose,Active,Multipurpose
685,ABRA-100234,Galley,Gallery Foods Inc.,B,,1350 OKIE STREET NE,66106,401214.08,138515.32,Retail - Class B,Active,Retail - Class B
686,ABRA-071312,Gandel's Liquors,"AKB Enterprises, Inc.",A,,211 PENNSYLVANIA AVENUE SE,300079,399737.72,135480.16,Retail - Liquor Store,Active,Retail - Liquor Store
687,ABRA-083769,Garden District,"BCI Food Services, LLC",C,,1801 14TH STREET NW,279394,397263.32,138486.87,Restaurant,Active,Restaurant
688,ABRA-098736,Garrison,"Fivefloors, LLC",C,,524 8TH STREET SE,11257,400459.72,134889.73,Restaurant,Active,Restaurant
689,ABRA-060369,Gazuza,Dupont Imp LLC,C,,1629 CONNECTICUT AVENUE NW,241052,396143.81,138250.84,Nightclub,Active,Nightclub
