OBJECTID,LICENSE,TRADE_NAME,APPLICANT,CLASS,ENDORSEMENTS,ADDRESS,ADDRID,X,Y,DESCRIPTIO,STATUS,TYPE
1245,ABRA-088102,Ocopa,"Chicken Tortilla, Inc.",C,,1324 H STREET NE,67520,401097.68,136948.19,Restaurant,Active,Restaurant
1246,ABRA-022107,Odyssey Cruises,Premier Yachts Inc.,C,,600 WATER STREET SW,276680,398119.18,134229.64,Marine Vessel,Active,Marine Vessel
1247,ABRA-078255,Ogden Market,"Berhanu and Nega, LLC",B,,1500 OGDEN STREET NW,234686,396970.33,140835.31,Retail - Grocery,Active,Retail - Grocery
1248,ABRA-096523,Okapi,Juanitas Inc.,C,,4811 GEORGIA AVENUE NW,252038,397689.23,142312.75,Tavern,Active,Tavern
1249,ABRA-006044,Old Ebbitt Grill,The Walrus Corporation,C,,675 15TH STREET NW,302331,397108.85,136690.03,Restaurant,Active,Restaurant
1250,ABRA-000585,Old Europe,"Old Europe, Inc.",C,,2434 WISCONSIN AVENUE NW,284388,393689.39,139331.05,Restaurant,Active,Restaurant
1251,ABRA-076435,Old Glory,Old Glory-DC LLC,C,,3139 M STREET NW,272017,394604.9,137504.77,Restaurant,Active,Restaurant
1252,ABRA-098268,OLIVIA'S DINER,TNT  LLC,C,,1120 19TH STREET NW,241074,396195.88,137411.08,Restaurant,Active,Restaurant
1253,ABRA-085659,Ollie's Trolley,"Specialty Foods, Inc.",D,,425 12TH STREET NW,302108,397578.85,136450.72,Restaurant,Active,Restaurant
1254,ABRA-086425,One Fish Two Fish,Yu Lin Corporation,D,,2423 PENNSYLVANIA AVENUE NW,279590,395466.05,137300.37,Restaurant,Active,Restaurant
1255,ABRA-060309,One Washington Circle Hotel/Circle Bistro,The George Washington University,C,,1 WASHINGTON CIRCLE NW,242366,395686.8,137280.7,Hotel,Active,Hotel
1256,ABRA-092751,One-Eight Distilling,"One-Eight Distilling, LLC",A,,1135 OKIE STREET NE,285886,400960.34,138349.39,Manufacturer,Active,Manufacturer
1257,ABRA-072380,Open City,Third Place Inc.,C,,2331 CALVERT STREET NW,219096,395459.1,139539.36,Restaurant,Active,Restaurant
1258,ABRA-086746,Open Door Market,"Open Door Market, Inc.",B,,2160 CALIFORNIA STREET NW,218645,395779.24,138679.61,Retail - Class B,Active,Retail - Class B
1259,ABRA-084711,Opera Ultra Lounge,"Jam Ventures, LLC",C,,1400 I STREET NW,217995,397199.87,137019.46,Nightclub,Active,Nightclub
1260,ABRA-099023,Opici  Family Distributing,"Opici Family Distributing of the District of Columbia, LLC",A,,645 TAYLOR STREET NE,288822,400277.5,141364.3,Wholesaler,Active,Wholesaler
1261,ABRA-095194,Orange Anchor,Orange Anchor 3050LLC,C,,3050 K STREET NW,300691,394715.84,137122.85,Restaurant,Active,Restaurant
1262,ABRA-090054,Orange Spoon,"Uptowner Cafe 23rd Street, LLC",A,,1255 23RD STREET NW,300164,395681.71,137616.34,Retail - Liquor Store,Active,Retail - Liquor Store
1263,ABRA-092083,Osteria Morini/Nicoletta,Morini DC LLC,C,,301 WATER STREET SE,310693,399854.11,133973.73,Restaurant,Active,Restaurant
1264,ABRA-020177,Otello,CSM Inc.,C,,1329 CONNECTICUT AVENUE NW,241266,396344.03,137808.86,Restaurant,Active,Restaurant
1265,ABRA-097651,OTTOMAN TAVERNA-405.1,FOURTH STREET DINING  INC-405.1,C,,425 I STREET NW,237566,398530.44,137094.66,Restaurant,405.1 New Const,Restaurant
1266,ABRA-097479,OutpostDC,"OutpostDC, LLC",C,,440 K STREET NW,309636,398485.64,137158.67,Restaurant,Active,Restaurant
1267,ABRA-070847,Oya Restaurant & Lounge,Santoy Restaurant Group Inc.,C,,777 9TH STREET NW,300982,397958.67,136830.57,Restaurant,Active,Restaurant
1268,ABRA-075944,Oyamel,"Oyamel DC, LLC",C,,401 7TH STREET NW,279733,398120.39,136344.06,Restaurant,Active,Restaurant
1269,ABRA-023167,Ozio Martini & Cigar Lounge,"19th & K, Inc.",C,,1813 M STREET NW,243139,396325.86,137563.43,Nightclub,Active,Nightclub
1270,ABRA-080716,P & C Market,"P & C Market, LLC",B,,1023 EAST CAPITOL STREET SE,75210,400719.18,135742.67,Retail - Class B,Active,Retail - Class B
1271,ABRA-098225,P&P Coffeehouse,P&P Coffeehouse LLC,D,,5015 CONNECTICUT AVENUE NW,262739,393963.35,143064.73,Restaurant,Active,Restaurant
1272,ABRA-084688,P.J. Clarke's And SideCar,P.J. Clarke's Washington LLC,C,,1600 K STREET NW,299579,396795.23,137153.77,Restaurant,Active,Restaurant
1273,ABRA-086033,Pacifico Cantina,Pacifico On Eight LLC,C,,514 8TH STREET SE,12649,400468.21,134929.87,Restaurant,Active,Restaurant
1274,ABRA-092484,Pal The Mediterranean Spot,"Pal, The Mediterranean Spot and More, LLC",C,,1501 U STREET NW,303421,396979.46,138807.86,Restaurant,Safekeeping,Restaurant
1275,ABRA-079038,Palisades Deli & Market,"T & H Deli, Inc.",B,,4554 MACARTHUR BOULEVARD NW,224357,392407.83,137915.93,Retail - Grocery,Active,Retail - Grocery
1001,ABRA-060734,Lobby Mart,Cha Corportaion,B,,501 3RD STREET NW,238368,398717.88,136523.46,Retail - Grocery,Active,Retail - Grocery
1002,ABRA-082214,Local 14,"Local 14, LLC",C,,1832 14TH STREET NW,242885,397194.77,138594.8,Restaurant,405.1 New Const,Restaurant
1003,ABRA-060467,Local 16,"1600 U, Inc.",C,,1600 U STREET NW,241871,396787.97,138776.14,Restaurant,Active,Restaurant
1004,ABRA-086562,Loeb's Restaurant,"National Delicatessen, Inc.",D,,1712 I STREET NW,279323,396511.05,137028.44,Restaurant,Active,Restaurant
1005,ABRA-091225,Loews Madison Hotel,"LM-DC Hotel, LLC",C,,1177 15TH STREET NW,240251,397045.73,137501.85,Hotel,Active,Hotel
1006,ABRA-082040,Log Cabin Liquor,"Y & J CHUNG, CORP",A,,1748 7TH STREET NW,238399,398081.02,138452.07,Retail - Liquor Store,Active,Retail - Liquor Store
1007,ABRA-097601,Logan @ The Heights,"DC Restaurant Holding, Inc.",C,,3115 14TH STREET NE,40247,401183.68,140180.74,Restaurant,Active,Restaurant
1008,ABRA-086950,Logan Circle Liquors,Dayal Investments Inc,A,,1018 RHODE ISLAND AVENUE NW,225328,397682.72,138062.98,Retail - Liquor Store,Active,Retail - Liquor Store
1009,ABRA-060706,Logan Tavern,"Logan Dining, LLC",C,,1423 P STREET NW,225518,397147.63,138003.19,Restaurant,Active,Restaurant
1010,ABRA-086141,Lola's,"Lola's, LLC",C,,711 8TH STREET SE,76927,400413.81,134776.19,Tavern,Active,Tavern
1011,ABRA-079261,Los Cuates Restaurant,Los Cuates Restaurant Inc.,C,,1564 WISCONSIN AVENUE NW,272738,394347.42,138067.42,Restaurant,Active,Restaurant
1012,ABRA-076413,Los Primos,"Myungjoon, Inc.",B,,3170 MOUNT PLEASANT STREET NW,236464,396680.22,140296.55,Retail - Grocery,Active,Retail - Grocery
1013,ABRA-094510,Lost and Found,Lost and Found LLC,C,,1240 9TH STREET NW,239760,397886.91,137656.55,Tavern,Active,Tavern
1014,ABRA-083420,Lost Society,"Green Zebra, LLC",C,,2001 14TH STREET NW,240357,397248.69,138809.3,Tavern,Active,Tavern
1015,ABRA-095528,Lot 1644,"Quinn Development, LLC",C,,1644 NORTH CAPITOL STREET NW,226759,399180.53,138262.49,Tavern,405.1 New Const,Tavern
1016,ABRA-078816,Lounge of Three,"Lounge of Three, Inc.",C,,1013 U STREET NW,239177,397708.25,138815.66,Tavern,Active,Tavern
1017,ABRA-086419,Lou's Bar & Grill,"Irving Restaurant Group, LLC",C,,1400 IRVING STREET NW,302718,397084.72,140072.09,Tavern,Active,Tavern
1018,ABRA-090270,LUCKY 7 LIQUOR,"Lucky 7, LLC",A,,2314 RHODE ISLAND AVENUE NE,48792,402341.82,140333.82,Retail - Liquor Store,Active,Retail - Liquor Store
1019,ABRA-020234,Lucky Bar,"Planet F, Inc.",C,,1221 CONNECTICUT AVENUE NW,241770,396428.36,137641.28,Tavern,Active,Tavern
1020,ABRA-093115,Lucky Corner Store,"YD Progress, LLC",B,,5433 GEORGIA AVENUE NW,285211,397597.58,143130.56,Retail - Class B,Active,Retail - Class B
1021,ABRA-073809,Lucky Strike,Lucky Strike Washington DC LLC,C,,701 7TH STREET NW,297655,398172.32,136771.35,Nightclub,Active,Nightclub
1022,ABRA-087667,Luke's Lobster,Lukes Lobster IV LLC,D,,624 E STREET NW,301058,398140.85,136457.92,Restaurant,Active,Restaurant
1023,ABRA-095958,Luke's Lobster,Lukes Lobster VIII LLC,C,,1211 POTOMAC STREET NW,278938,394358.36,137521.17,Restaurant,Active,Restaurant
1024,ABRA-086254,Luna Grill,"LGA, Inc.",C,,1301 CONNECTICUT AVENUE NW,241267,396360.35,137751.03,Restaurant,Active,Restaurant
1025,ABRA-095410,Lunchbox,Four Kicks LLC,C,,5335 WISCONSIN AVENUE NW,303179,392646.48,143583.12,Restaurant,Active,Restaurant
1026,ABRA-088527,Lupo Verde,"Stubs LLC - SEE  ""VA"" HOURS",C,,1401 T STREET NW,218000,397199.93,138649.83,Restaurant,Active,Restaurant
1027,ABRA-090509,Lyman's,JKM Incorporated,C,,3720 14TH STREET NW,258994,397131.07,141098.61,Tavern,Active,Tavern
1028,ABRA-078461,M & M Market,"M & M Beer & Wine, Inc.",B,,3544 EAST CAPITOL STREET NE,287972,403980.2,135818.48,Retail - Grocery,Active,Retail - Grocery
1029,ABRA-079795,M & S Market,Connect Corporation,A,,213 UPSHUR STREET NW,244388,398757,141618.2,Retail - Liquor Store,Active,Retail - Liquor Store
1030,ABRA-077390,M & T Grocer's Beer and Wine,"M & T Grocer's Beer and Wine, Inc.",B,,201 15TH STREET NE,52881,401440.56,136034.61,Retail - Grocery,Safekeeping,Retail - Grocery
1031,ABRA-013885,M L K Deli,Vincent H. Covert,B,,3113 MARTIN LUTHER KING JR AVENUE SE,40211,400016.98,130639.14,Retail - Grocery,Safekeeping,Retail - Grocery
1032,ABRA-072037,Mac Market & Deli,"Lucky Pioneer, Inc,",A,,5185 MACARTHUR BOULEVARD NW,275285,391092.19,139878.21,Retail - Liquor Store,Active,Retail - Liquor Store
1033,ABRA-008309,Machu Picchu Restaurant,"Bangkok, Inc.",C,,3263 M STREET NW,274368,394379.01,137497.93,Restaurant,Safekeeping,Restaurant
1034,ABRA-096643,Macintyre's Pub,Macintyre's Pub LLC,C,,2621 CONNECTICUT AVENUE NW,302056,395541.25,139592.79,Restaurant,Active,Restaurant
1035,ABRA-071698,Mackey's,"James Mackey Investors,l.P.",C,,1823 L STREET NW,241297,396295.71,137347.68,Tavern,Active,Tavern
1036,ABRA-000771,Macombo Lounge,Jefferson Grill Inc,C,,5335 GEORGIA AVENUE NW,254654,397601.7,143006.14,Nightclub,Active,Nightclub
1037,ABRA-093939,Macon-DC,"Macon-DC, LLC",C,,5520 CONNECTICUT AVENUE NW,285232,393469.81,143976.6,Restaurant,Active,Restaurant
1038,ABRA-060758,Mac's Wine & Liquors,"Mac's Liquors, Inc.",A,,401 RHODE ISLAND AVENUE NE,28170,399967.98,139080.12,Retail - Liquor Store,Active,Retail - Liquor Store
1039,ABRA-092955,Mad Fox Brewing Company Taproom,"Mad Fox Brewing Company Taproom, LLC",C,,2218 WISCONSIN AVENUE NW,284291,393816.68,139080.99,Restaurant,Active,Restaurant
1040,ABRA-082646,Mad Hatter,"Mad Hatter CT Ave, LLC",C,,1321 CONNECTICUT AVENUE NW,279058,396356.15,137787.87,Tavern,Active,Tavern
1041,ABRA-025273,Madam's Organ,2461 Corporation,C,,2461 18TH STREET NW,235590,396342.15,139351.28,Tavern,Active,Tavern
1042,ABRA-082036,Maddy's Bar and Grille,"Maddy's, LLC",C,,1726 CONNECTICUT AVENUE NW,242757,396005.04,138400.04,Restaurant,Active,Restaurant
1043,ABRA-086770,Maddy's Tap Room,Maddy's Tap Room LLC,C,,1100 13TH STREET NW,300400,397396.9,137367.12,Restaurant,Active,Restaurant
1044,ABRA-097321,Madidus LLC,Madidus LLC,A,,2215 5TH STREET NE,286729,400073.59,139071.34,Wholesaler,Active,Wholesaler
1045,ABRA-005811,Madrid Restaurant,Ben Incorporated,C,,1714 CONNECTICUT AVENUE NW,242580,396023.21,138360.33,Tavern,Active,Tavern
1046,ABRA-072256,Maggiano's,Maggiano's Holding Corporation,C,,5333 WISCONSIN AVENUE NW,265947,392670.74,143542.34,Restaurant,Active,Restaurant
1047,ABRA-001015,Magic Gourd Restaurant,Louie and Associates Inc.,C,,528 23RD STREET NW,298805,395603.8,136550.41,Restaurant,Active,Restaurant
1048,ABRA-091195,Magruder's of DC,"MGDWS, LLC",A,,5618 CONNECTICUT AVENUE NW,263855,393378.82,144175.81,Retail - Liquor Store,Active,Retail - Liquor Store
1049,ABRA-074176,Mai Thai,Mai Thai LLC,C,,1200 19TH STREET NW,241069,396194.98,137584.11,Restaurant,Active,Restaurant
1050,ABRA-085973,Mai Thai of Georgetown,"Mai Thai of Georgetown , LLC",C,,3251 PROSPECT STREET NW,272144,394466.2,137594.74,Restaurant,Active,Restaurant
1051,ABRA-090445,Maketto,Maketto LLC,C,,1351 H STREET NE,286091,401155.89,136905,Restaurant,Active,Restaurant
1052,ABRA-019300,Makoto Restaurant,Silver Rooster Corporation,C,,4822 MACARTHUR BOULEVARD NW,284973,391642.44,138767.18,Restaurant,Active,Restaurant
1053,ABRA-094779,Malcolm Liquors,"DREAM TWO LIQUOR, INC,.",A,,3845 MINNESOTA AVENUE NE,29733,404308.65,136126.96,Retail - Liquor Store,Active,Retail - Liquor Store
1054,ABRA-085367,Malmaison,Bakhtar Group LLC,C,,3401 K STREET NW,279705,394091.94,137366.84,Restaurant,Active,Restaurant
1055,ABRA-000753,Mama Ayesha's Calvert Restaurant,Calvert Restaurant Inc.,C,,1967 CALVERT STREET NW,236630,395943.86,139516.1,Restaurant,Active,Restaurant
1056,ABRA-086892,Mama Chuy DC,"Mama Chuy DC, Inc.",C,,2620 GEORGIA AVENUE NW,232391,398014.84,139659.06,Restaurant,Active,Restaurant
1057,ABRA-091361,Mama Put C & D Agenda 11/4,"Rosery Entertainment, LLC",C,,3214 GEORGIA AVENUE NW,218159,397948.53,140288.59,Tavern,405.1 New Const,Tavern
1058,ABRA-060678,Mama Rouge,"Bangkok Joe's, LLC",C,,3000 K STREET NW,273872,394816.78,137108.34,Restaurant,Active,Restaurant
1059,ABRA-060811,Mandarin Oriental Wash DC Hotel,"Portals Hotelsite, LLC",C,,1330 MARYLAND AVENUE SW,297583,397358.14,135085.41,Hotel,Active,Hotel
1060,ABRA-075684,Mandu,Combined Food Services Of Virginia Inc,C,,1805 18TH STREET NW,279403,396401.84,138500.22,Restaurant,Active,Restaurant
1061,ABRA-085084,Mandu,Mandu LLC,C,,453 K STREET NW,305185,398447.98,137219.08,Restaurant,Active,Restaurant
1062,ABRA-095754,Mango Tree,"Mango Concepts, LLC",C,,929 H STREET NW,311805,397859.59,136910.93,Restaurant,Active,Restaurant
1063,ABRA-017772,Manhattan Market,Manhattan Market Inc,B,,2647 CONNECTICUT AVENUE NW,284449,395500.63,139670.33,Retail - Grocery,Active,Retail - Grocery
1064,ABRA-082211,Maple,"Local 11, LLC",C,,3418 11TH STREET NW,284675,397520.22,140491.46,Tavern,Active,Tavern
1065,ABRA-088787,Maraki Restaurant & Lounge,"Family, LLC",C,,1930 9TH STREET NW,239487,397901.07,138729.01,Tavern,Active,Tavern
1066,ABRA-092424,Marbi's Newstand,"YHKims, Inc.",B,,1730 RHODE ISLAND AVENUE NW,241782,396563.6,137565.32,Retail - Grocery,Active,Retail - Grocery
1067,ABRA-060004,Marcel's,2401 Restaurant Corp.,C,,2401 PENNSYLVANIA AVENUE NW,273952,395497.64,137290.81,Restaurant,Active,Restaurant
1068,ABRA-089286,Margaret River Import,"Margaret River Imports, LLC",A,,1201 PENNSYLVANIA AVENUE NW,240937,397537.16,136429.36,Wholesaler,Active,Wholesaler
1069,ABRA-087559,Mari Vanna Restaurant,"Mari Vanna DC, LLC",C,,1141 CONNECTICUT AVENUE NW,241800,396490.36,137480.94,Restaurant,Active,Restaurant
1070,ABRA-097197,Market Of Columbia Plaza,"I M Shin Enterprises, Inc.",A,,516 23RD STREET NW,298798,395563.58,136520.96,Retail - Liquor Store,Active,Retail - Liquor Store
1071,ABRA-082766,Mark's Market,"J & K MARK'S MARKET, INC.",B,,3933 14TH STREET NW,224893,397189.69,141300.64,Retail - Grocery,Active,Retail - Grocery
1072,ABRA-077454,Marleny's Restaurant & Carryout,Marleny's Restaurant Inc.,C,,3201 MOUNT PLEASANT STREET NW,233546,396691.78,140377.58,Restaurant,Active,Restaurant
1073,ABRA-090204,Marrakech Restaurant,"La Kazbah, LLC",C,,2147 P STREET NW,243157,395821.14,137996.13,Tavern,Active,Tavern
1074,ABRA-093961,Marriott Marquis,"HQ Hotel TRS, LLC",C,,901 MASSACHUSETTS AVENUE NW,239811,397838.26,137297.28,Hotel,Active,Hotel
1075,ABRA-089510,Marriott Residence Inn/Crios,"2120 P STREET ASSOCIATES, LLC/ZODIAC 2120 P, LLC",C,,2120 P STREET NW,279547,395895.68,137950.94,Hotel,Active,Hotel
1076,ABRA-090154,Mart Liquors,"D.J. Jackson, Inc.",A,,2931 MARTIN LUTHER KING JR AVENUE SE,43001,400207.43,130829.99,Retail - Liquor Store,Active,Retail - Liquor Store
1077,ABRA-019249,Martha's Market,"Ethiopic Enterprise, Inc.",B,,2400 MINNESOTA AVENUE SE,287016,402413.26,133908.89,Retail - Grocery,Active,Retail - Grocery
1078,ABRA-021489,Martin Luther King's Grocery,P A C K Corporation,B,,2420 MARTIN LUTHER KING JR AVENUE SE,47224,400626.67,132708.06,Retail - Grocery,Active,Retail - Grocery
1079,ABRA-021266,Martin's Wine & Spirits,"Ganducci, Inc.",A,,1919 FLORIDA AVENUE NW,302025,396116.89,138621.46,Retail - Liquor Store,Active,Retail - Liquor Store
1080,ABRA-078414,Marvelous Market,"TC, LLC",B,,2424 PENNSYLVANIA AVENUE NW,279591,395465.86,137237.7,Retail - Grocery,Active,Retail - Grocery
1081,ABRA-076166,Marvin,"2007 14th Street Productions, LLC",C,,2007 14TH STREET NW,240358,397257.32,138828.08,Tavern,Active,Tavern
1082,ABRA-001070,Marvin Center,George Washington University,C,,800 21ST STREET NW,279938,395905.84,136894.63,Multipurpose,Active,Multipurpose
1083,ABRA-074712,Marx Cafe American Bar,"Dalunas, LLC",C,,3203 MOUNT PLEASANT STREET NW,284599,396691.29,140387.3,Tavern,Active,Tavern
1084,ABRA-081469,Masa 14,"Sula, LLC",C,,1825 14TH STREET NW,240486,397263.97,138558.25,Restaurant,Active,Restaurant
1721,ABRA-077418,The Capital Elite,Spirit Cruises LLC,C,,600 WATER STREET SW,276680,398119.18,134229.64,Marine Vessel,Active,Marine Vessel
1722,ABRA-086613,The Capital Wine School,The Capital Wine School LLC,C,,5207 WISCONSIN AVENUE NW,305764,392751.84,143298.32,Tavern,Active,Tavern
1723,ABRA-090805,The Carlyle Suites Hotel,"CS Bond St. AB-C Holdings, LLC",C,,1731 NEW HAMPSHIRE AVENUE NW,241652,396576.77,138386.85,Hotel,Active,Hotel
1724,ABRA-060538,The Catering Company Of Washington,The Catering Company of Washington,C,,1341 L STREET NW,217987,397289.72,137346.14,Restaurant,Active,Restaurant
1725,ABRA-060160,The Caucus Room,The Caucus Room LLC,C,,401 9TH STREET NW,242761,397948.93,136400.21,Restaurant,Active,Restaurant
1726,ABRA-014760,The Cheesecake Factory,The Cheesecake Factory RestaurantsInc.,C,,5345 WISCONSIN AVENUE NW,302123,392631.47,143637.06,Restaurant,Active,Restaurant
1727,ABRA-074621,The Churchill Hotel,HHC TRS Highland LLC,C,,1914 CONNECTICUT AVENUE NW,235060,395927.4,138724.01,Hotel,Active,Hotel
1728,ABRA-000801,The City Tavern Club,The City Tavern Associates,C,,3206 M STREET NW,271889,394521.65,137463.27,Club,Active,Club
1729,ABRA-086231,The Codmother,SBII LLC,C,,1334 U STREET NW,240382,397312.81,138770.52,Tavern,Active,Tavern
1730,ABRA-000895,The Congressional Club,The Congressional Club,C,,2001 NEW HAMPSHIRE AVENUE NW,242056,396881.96,138816.72,Club,Active,Club
1731,ABRA-074845,The Corner Market,Johy Corporation,B,,400 EAST CAPITOL STREET NE,28319,399967.56,135802.63,Retail - Grocery,Active,Retail - Grocery
1732,ABRA-060408,"The Country Vintner, Inc.","The Country Vintner, Inc.",A,,3330 NEW YORK AVENUE NE,287833,403489.37,138821.54,Wholesaler,Active,Wholesaler
1733,ABRA-086623,The Coupe,"Margots Chair, Inc.",C,,3415 11TH STREET NW,309403,397553.25,140506.97,Restaurant,Active,Restaurant
1734,ABRA-086607,The Cupboard,The Bodega Incorporated,B,,1504 EAST CAPITOL STREET NE,62482,401444.06,135805.86,Retail - Class B,Active,Retail - Class B
1735,ABRA-097803,The Dabney,"States & Letters Restaurant, LLC",C,,1226 9TH STREET NW,239787,397897.72,137615.15,Restaurant,Active,Restaurant
1736,ABRA-093203,The District Fishwife,The District Fishwife,D,,1309 5TH STREET NE,301991,400203.8,137872.89,Tavern,Active,Tavern
1737,ABRA-001330,The Dubliner,Dubliner Inc,C,,4 F STREET NW,302297,399174.3,136592.73,Tavern,Active,Tavern
1738,ABRA-000616,The Dupont Circle Hotel,"Doyle Dupont, LLC",C,,1500 NEW HAMPSHIRE AVENUE NW,225560,396262.53,138068.42,Hotel,Active,Hotel
1739,ABRA-093645,The Embassy Row Hotel,"LEI AG Embassy Row, LLC",C,,2015 MASSACHUSETTS AVENUE NW,225934,396037.26,138096.8,Hotel,Active,Hotel
1740,ABRA-074721,The Fairfax at Embassy Row,"Pyramid Acquistion II Management, LLC",C,,2100 MASSACHUSETTS AVENUE NW,225940,395921.69,138070.77,Hotel,Active,Hotel
1741,ABRA-060618,"The Fairmont Washington, DC",LHCW Hotel Operating Company(2002)LLC,C,,2401 M STREET NW,273950,395509.26,137522.61,Hotel,Active,Hotel
1742,ABRA-014419,The Fireplace,"The Fireplace Restaurant, Inc.",C,,2161 P STREET NW,225946,395785.1,137997.66,Tavern,Active,Tavern
1743,ABRA-001910,The Front Page Restaurant & Grille,888 Incorporated,C,,1333 NEW HAMPSHIRE AVENUE NW,241063,396182.05,137848.01,Restaurant,Active,Restaurant
1744,ABRA-078226,The Gibson,"Soul Haven, LLC",C,,2009 14TH STREET NW,240337,397255.89,138833.94,Tavern,Active,Tavern
1745,ABRA-000899,The Good Guys Restaurant,3124 Corporation,C,,2311 WISCONSIN AVENUE NW,284342,393805.57,139201.25,Nightclub,Active,Nightclub
1746,ABRA-089867,The Graham/A.G.B.,"MH Owner, LLC",C,,1075 THOMAS JEFFERSON STREET NW,273855,394802.56,137438.57,Hotel,Active,Hotel
1747,ABRA-076676,The Green Turtle,"GT Capitol, LLC",C,,601 F STREET NW,238712,398182.26,136676.82,Restaurant,Active,Restaurant
1748,ABRA-100280,The Greenbee Cafe ,DC  BORN & BREAD  LLC,C,,1129 20TH STREET NW,278873,396139.25,137408.56,Restaurant,Active,Restaurant
1749,ABRA-017199,The Grill From Ipanema,"Brasil, Inc.",C,,1858 COLUMBIA ROAD NW,276265,396227.71,139232.41,Restaurant,Active,Restaurant
1750,ABRA-098875,The Grilled Oyster Company,"Ollijack DC, LLC",C,,3401 IDAHO AVENUE NW,311539,393633.96,140827.84,Restaurant,405.1 New Const,Restaurant
1751,ABRA-086010,The Hamilton,"Clyde's Management, Inc.",C,,600 14TH STREET NW,300970,397200.36,136648.98,Multipurpose,Active,Multipurpose
1752,ABRA-083931,The Highlands,"BMWG, LLC",C,,4706 14TH STREET NW,255668,397137.09,142181.09,Restaurant,Active,Restaurant
1753,ABRA-001686,The House,Linda & A Inc,C,,3530 GEORGIA AVENUE NW,218185,397902.1,140674.55,Nightclub,Active,Nightclub
1754,ABRA-089394,The Huxley,TRIANGLE GROUP LLC,C,,1730 M STREET NW,241789,396539.28,137499.67,Nightclub,Active,Nightclub
1755,ABRA-016642,The Improvisation,"PMF, Inc.",C,,1140 CONNECTICUT AVENUE NW,278880,396431.45,137459.78,Tavern,Active,Tavern
1756,ABRA-025542,The International Trade Center/Air,"Trade Center Management Associates,  LLC",C,,1300 PENNSYLVANIA AVENUE NW,293198,397379.12,136343.99,Nightclub,Active,Nightclub
